ID,Source,Title,Address,Phone,Email,Website,Working Hours,Description,Category
168,http://visit.kaunas.lt/en/eat-and-drink/cafes/arbatine/,Arbatinė,"Laisvės al. 100, Kaunas",+370 679 86 939,info@sveikai.lt,,"I - V 08:00 - 20:00
Vi VII 10:00 - 18:00","

Vegetarian and vegan food.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/arbatine/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
169,http://visit.kaunas.lt/en/eat-and-drink/restaurants/senis-ir-jura/,SENIS IR JŪRA,"Vilniaus g. 16, Kaunas",+37068970704,senis@senisirjura.eu,https://www.facebook.com/JurairSenis/,,"

Vieta pasiilgusiems Jūros.Jūros skonio, Jūros atneštų gėrybių, malonumų ir džaugsmo.


Read more
Less

",RESTAURANTS
170,http://visit.kaunas.lt/en/eat-and-drink/cafes/bravaria/,Bravaria,"Karaliaus Mindaugo prospektas 49, Kaunas",+370 699 92 462,,,"I - III 11:00 - 23:00
IV - VI 11:00 - 00:00
VII 11:00 - 23:00","

Bravaria brewery in Kaunas center.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/bravaria/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
171,http://visit.kaunas.lt/en/eat-and-drink/restaurants/optimistai/,OPTIMISTAI,"Vytauto pr. 32, Kaunas",+37068756620,,https://www.facebook.com/restoranas.optimistai/,,"

Modernus europietiškas restoranas.


Read more
Less

",RESTAURANTS
172,http://visit.kaunas.lt/en/eat-and-drink/restaurants/baking-mad/,BAKING MAD,"A. Mickevičiaus g. 30, Kaunas", +37060027278,,https://www.facebook.com/bakingmadLT/,,"



Read more
Less

",RESTAURANTS
173,http://visit.kaunas.lt/en/eat-and-drink/cafes/kaukazas/,Kaukazas,Juozapavičiaus pr. 44 Kaunas,8 672 71493,kaukazas.kavine@gmail.com,https://www.facebook.com/people/Kaukazas-Kavine/100009094402663,"I - VI from 11 a.m. to 8 p.m.
VII - closed","

Cafe - barbecue (Armenian cuisine).


Read more
Less


",CAFES
174,http://visit.kaunas.lt/en/eat-and-drink/restaurants/the-garden/,THE GARDEN,"Savanorių pr. 178, Kaunas",+37061600542,info@thegardendiningroom.lt,https://www.thegardendiningroom.lt/,,"

The garden – žalias sodas žaliame mieste. nauja vieta ilgiausioje gatvėje Lietuvoje. Savanorių 178. turbūt net nereikia sakyti, kad Kaune? pusryčiams, dienos pietums ar take away salotoms po darbo. kiekvieną dieną nuo 8 iki 17 val. modernus europietiškas ir gerai pažįstamas lietuviškas maistas. stlinga vieta renginiams ir šventėms. 


Read more
Less

",RESTAURANTS
175,http://visit.kaunas.lt/en/eat-and-drink/cafes/jegaine/,JĖGAINĖ,"Sporto g. 3, Kaunas",+370 673 27 135,,https://www.facebook.com/pg/JEGAINE/about/?ref=page_internal,"I - V 8:00 a.m. - 8:00 p.m.
VI - 10:00 a.m. - 6:00 p.m.
VII 10:00 a.m. - 6:00 p.m. (summer season)","

  


Read more
Less

",CAFES
176,http://visit.kaunas.lt/en/eat-and-drink/restaurants/al-cantuccio/,Al Cantuccio,"Muitinės g. 1-2, Kaunas",+370 606 74114,,https://www.facebook.com/Alcanntucio/,,"

Italijoje vietiniai gyventojai itin vertina maisto kokybę, todėl vengia turistinių vietų ir renkasi atokesnius, nedidelius restoranus.Mažas, jaukias, pasislėpusias ir kokybišką maistą tiekiančias vietas Italijoje vadina ""al Cantuccio"" (liet.- kampelis). Būtent tokią patirtį kviečiame jus patirti Kaune, mažame, jaukiame, itališko maisto restorane ""Al Cantuccio"", pasislėpusiame visiškai šalia Rotušės aikštės.


Read more
Less

",RESTAURANTS
177,http://visit.kaunas.lt/en/eat-and-drink/restaurants/nisha-craft-bar-and-restaurant/,Nisha Craft Bar & Restaurant,"Kuzmos g. 8, Kaunas",+37065639979,,https://www.facebook.com/nishacraftbar/,,"



Read more
Less

",RESTAURANTS
178,http://visit.kaunas.lt/en/eat-and-drink/cafes/talutti-bakesnshakes-city/,Talutti - Bakes'n'Shakes City,"Vasario 16-osios g. 2, Kaunas",+370 669 98 777,info@talutti.lt,http://www.talutti.lt/,"I-IV 11:00 a.m. -11:00 p.m.
V-VI 11:00 a.m. - 01:00 a.m.
VII 11:00 a.m. -11:00 p.m.
","

American food restaurant in the centre of the city.


Read more
Less

",CAFES
179,http://visit.kaunas.lt/en/eat-and-drink/restaurants/dinner-in-the-sky/,Dinner in the sky,Kaunas,+370 618 23 086,info@ambertonair.com,http://ambertonhotels.com/lt/vilnius/amberton-air-restoranas-danguje/,,"

The largest and the most modern in the Baltic countries hot air balloon accomodates up to 16 people! United team of ""Amberton Air"" and ""Hot Air Lines"" with unabashed pride presents unique in the Baltic countries flying restaurant! It is truly exceptional blend of air balloon voyage and special meal, made by one of the leading chefs of the country and offered special for You. Fly with the most modern and largest air balloon in the country, taste and enjoy, while we promise that felt impressions would definitely get You above the heaven! Air ballooning sessions are arranged in all spots of Lithuania! Participants: Service is provided for groups of 14-16 people. Duration: 1 hour of voyage (3 hours with preparation). Service includes: voyage coaching, ballooning, dinner (the first part waits for You on the ground right before the voyage, another one is served during the fly), transportation to the start point. Time: Ballooning sessions are arranged in the evening at 18-21pm. Weather conditions: Hot air balloon voyage depends on weather conditions, such as cloud age, precipitation, observability, wind power. Usually, meteorological conditions are foreseen, but sometimes the forecast may be inaccurate or incomplete. Thus, even arrived to the start point, voyage may be rescheduled due to the safety issues. Clothing: Preferably cotton, which covers the whole body. Wearing high- heeled shoes is forbidden!


Read more
Less


",RESTAURANTS
180,http://visit.kaunas.lt/en/eat-and-drink/cafes/holy-donut/,Holy Donut,Vilniaus g. 37 Kaunas,+370 615 13 832,,https://www.facebook.com/pg/HolyDonutKaunas/about/?ref=page_internal,"I - V  7:30 a.m. - 9:00 p.m.
VI,VII  10:00 a.m. - 9:00 p.m.","

   


Read more
Less

",CAFES
181,http://visit.kaunas.lt/en/eat-and-drink/restaurants/bokstas/,BOKŠTAS,Kestučio g. 86 / I. Kanto g. 18 Kaunas,+370 614 01 111,city@bajorukiemas.lt,http://www.bajorukiemas.lt/bokstas/,,"

    


Read more
Less

",RESTAURANTS
182,http://visit.kaunas.lt/en/eat-and-drink/cafes/ridikas/,Ridikas,"M. K. Čiurlionio g. 16, Kaunas",+370 614 01 090,ridikasvegan@gmail.com,https://www.facebook.com/pg/ridikasvegan/about/?ref=page_internal,"I - III 11:00 a.m. - 7:00 p.m
IV - 12:00 a.m. - 7:00 p.m.
V 11:00 a.m.- 7:00 p.m.
VI 12:00 a.m. - 8:00 p.m.
VII - closed","

""Ridikas""(Radish) - it is the first vegan restaurant in Kaunas, located in the train station platform.


Read more
Less

",CAFES
183,http://visit.kaunas.lt/en/eat-and-drink/cafes/sotus-vilkas/, Sotus Vilkas Kaunas,"Vytauto pr. 24, R. Kalantos g. 49 Kaunas",+370 616 58 982,maistosistema@gmail.com,https://www.facebook.com/sotus.vilkas,I - VII 9:00 a.m. - 10:00 p.m.,"

  


Read more
Less

",CAFES
184,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/pilna-burna/,Pilna burna (kebab & grill),"Savanorių pr. 286, Kaunas",+370 622 20 522,valgau@pilnaburna.lt,https://www.facebook.com/pilnaburna/,"I - V 10:00 a.m. - 10:00 p.m.
VI 11:00 a.m. - 10:00 p.m. 
VII 12:00 a.m. - 10:00 p.m. ","

  


Read more
Less

",FAST FOOD
185,http://visit.kaunas.lt/en/eat-and-drink/cafes/awokado-noodle-bar/,Awokado Noodle Bar,"Vytauto pr. 24, Kaunas ",+370 629 54 520,info@awokado.lt,https://www.facebook.com/pg/awokadonoodlebar/about/?ref=page_internal,"I - VI 11:00 a.m. - 9:00 p.m.
VII 1:00 p.m. - 9:00 p.m.","

Azijos maistas, pagamintas WOK keptuvėje, Azijos sriubos.


Read more
Less

",CAFES
186,http://visit.kaunas.lt/en/eat-and-drink/cafes/second-cup/,Second Cup,"Islandijos pl. 32, Kaunas",+370 655 60375,secondcup@alorlit.com,https://www.facebook.com/SecondCupKavine/,I – VII: 10:00 – 21:00,"

From a humble beginning in 1975 as a Canadian coffee kiosk selling only whole-bean coffee, Second Cup has become Canada’s largest specialty coffee café franchisor and second-largest retailer of specialty coffee. Since its inception, the Second Cup brand has grown to over 360 cafés in Canada under Second Cup Ltd. and over 125 cafés internationally in 25 countries under The Second Cup Coffee Co. Inc.Our offerings have grown from simple whole-bean Arabica coffee to more than 16 premium coffees and lattes, specialty beverages, All Natural Frozen Yogurt, fresh and delicious foods, and merchandise items.Our international locations are located in Abu Dhabi, Azerbaijan, Cyprus, Dubai, Egypt, Iraq, Jordan, Kuwait, Kurdistan, Lebanon, Libya, Morocco, Oman, Qatar, Pakistan, Romania, Saudi Arabia, Sharjah, Syria, Taiwan, U.K and U.S.A. We are focused on delivering the Ultimate Coffee Experience to our guests!


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/second-cup/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
187,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/keule-ruke/, Keulė Rūkė,"URMAS, Pramonės, pr. 16A",+37062926163,nomnom@keuleruke.lt,https://www.facebook.com/keule.ruke/,I - VII 11:00 - 24:00,"

Welcome to the Fourth Keulė Rūkė BBQ House - Animal Farm.Keulė Rūkė is a American (BBQ) tradition restaurant opened in Vilnius at the beginning of 2015. From September Keulė Rūkė can be found in Kaunas, Urmo base, Pramonės pr. 16A every day from 11 am. to 24 pm.At Keulė Rūkė you can taste a real American BBQ. Barbecue is the slow process - selected pork is spoiled with a mixture of home-made spices and are smoked in oven with genuine oak wood at low temperatures for more than ten hours. After such heat treatment and long baking, the meat fumes smoke and is particularly easy to remove from bones - this is the main attribute of meat processed with barbecue technology. If there is no smoke, it's not a real barbecue.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/greitas-maistas/keule-ruke/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",FAST FOOD
188,http://visit.kaunas.lt/en/eat-and-drink/cafes/jo-malone/,Jo Malonė,"Islandijos pl. 32, Kaunas",+370 640 44449,uzsakymai@jmbakery.lt,http://www.jmbakery.lt/,I – VII: 10:00 – 21:00,"

Jo Malonė Bakery & Chocolate Boutique by Režisierius. A concept based on one person's ongoing story, the already well-known Režisierius restaurant continues on its path through the city. It values quality, but has its weaknesses as well. Attention to detail is what defines French desserts and pastries, which some say are an art form. The exceptionally light, fluffy and delicately flavoured pastries at Jo Malonė are no exception.


Read more
Less


",CAFES
189,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/bufetas/,Bufetas,"Savanorių pr. 129, Kaunas", +37065042000,,https://www.facebook.com/bufetas.svnr/,,"

Geras maistas pavalgyt vietoj ar išsinešti.


Read more
Less

",FAST FOOD
190,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/mangi-hot-dogs/,ManGi Hot Dogs,Vilniaus g. 36 Kaunas,+370 603 46129,,https://www.facebook.com/mangihotdogs/,,"

Dešrainiai iš šviežių, kiekvieną dieną kepyklėlėje kepamų bandelių ir natūralių, Lietuvoje pagamintų dešrelių, pagardinti austriškomis garstyčiomis.


Read more
Less

",FAST FOOD
